,provinceStateName,deathCt,peoplePositiveCasesCt,countryShortName,date,state-county
88,Alabama,61,2763,US,2022-01-08,Alabama-Cleburne
89,Alabama,61,2772,US,2022-01-09,Alabama-Cleburne
90,Alabama,196,9950,US,2022-01-04,Alabama-Coffee
91,Alabama,196,10056,US,2022-01-05,Alabama-Coffee
92,Alabama,199,10162,US,2022-01-06,Alabama-Coffee
93,Alabama,200,10285,US,2022-01-07,Alabama-Coffee
94,Alabama,201,10344,US,2022-01-08,Alabama-Coffee
95,Alabama,201,10473,US,2022-01-09,Alabama-Coffee
96,Alabama,215,10111,US,2022-01-04,Alabama-Colbert
97,Alabama,215,10243,US,2022-01-05,Alabama-Colbert
98,Alabama,216,10380,US,2022-01-06,Alabama-Colbert
99,Alabama,217,10546,US,2022-01-07,Alabama-Colbert
100,Alabama,217,10615,US,2022-01-08,Alabama-Colbert
101,Alabama,217,10749,US,2022-01-09,Alabama-Colbert
102,Alabama,62,2038,US,2022-01-04,Alabama-Conecuh
103,Alabama,62,2052,US,2022-01-05,Alabama-Conecuh
104,Alabama,62,2115,US,2022-01-06,Alabama-Conecuh
105,Alabama,62,2154,US,2022-01-07,Alabama-Conecuh
106,Alabama,62,2169,US,2022-01-08,Alabama-Conecuh
107,Alabama,62,2195,US,2022-01-09,Alabama-Conecuh
108,Alabama,48,2009,US,2022-01-04,Alabama-Coosa
109,Alabama,48,2039,US,2022-01-05,Alabama-Coosa
110,Alabama,48,2081,US,2022-01-06,Alabama-Coosa
111,Alabama,48,2117,US,2022-01-07,Alabama-Coosa
112,Alabama,48,2135,US,2022-01-08,Alabama-Coosa
113,Alabama,48,2155,US,2022-01-09,Alabama-Coosa
114,Alabama,200,7219,US,2022-01-04,Alabama-Covington
115,Alabama,200,7265,US,2022-01-05,Alabama-Covington
116,Alabama,201,7314,US,2022-01-06,Alabama-Covington
117,Alabama,203,7375,US,2022-01-07,Alabama-Covington
118,Alabama,203,7401,US,2022-01-08,Alabama-Covington
119,Alabama,203,7468,US,2022-01-09,Alabama-Covington
120,Alabama,79,2823,US,2022-01-04,Alabama-Crenshaw
121,Alabama,79,2878,US,2022-01-05,Alabama-Crenshaw
122,Alabama,79,2909,US,2022-01-06,Alabama-Crenshaw
123,Alabama,79,2943,US,2022-01-07,Alabama-Crenshaw
124,Alabama,80,2967,US,2022-01-08,Alabama-Crenshaw
125,Alabama,80,2984,US,2022-01-09,Alabama-Crenshaw
126,Alabama,311,17302,US,2022-01-04,Alabama-Cullman
127,Alabama,311,17486,US,2022-01-05,Alabama-Cullman
128,Alabama,311,17650,US,2022-01-06,Alabama-Cullman
129,Alabama,313,17832,US,2022-01-07,Alabama-Cullman
130,Alabama,315,17922,US,2022-01-08,Alabama-Cullman
131,Alabama,315,18098,US,2022-01-09,Alabama-Cullman
132,Alabama,195,9547,US,2022-01-04,Alabama-Dale
133,Alabama,195,9659,US,2022-01-05,Alabama-Dale
134,Alabama,195,9758,US,2022-01-06,Alabama-Dale
135,Alabama,197,9873,US,2022-01-07,Alabama-Dale
136,Alabama,198,9935,US,2022-01-08,Alabama-Dale
137,Alabama,198,10013,US,2022-01-09,Alabama-Dale
138,Alabama,212,5736,US,2022-01-04,Alabama-Dallas
139,Alabama,212,5804,US,2022-01-05,Alabama-Dallas
140,Alabama,212,5928,US,2022-01-06,Alabama-Dallas
141,Alabama,212,6021,US,2022-01-07,Alabama-Dallas
142,Alabama,213,6080,US,2022-01-08,Alabama-Dallas
143,Alabama,213,6186,US,2022-01-09,Alabama-Dallas
144,Alabama,280,13660,US,2022-01-04,Alabama-DeKalb
145,Alabama,280,13732,US,2022-01-05,Alabama-DeKalb
146,Alabama,280,13860,US,2022-01-06,Alabama-DeKalb
147,Alabama,282,13989,US,2022-01-07,Alabama-DeKalb
148,Alabama,283,14096,US,2022-01-08,Alabama-DeKalb
149,Alabama,283,14219,US,2022-01-09,Alabama-DeKalb
150,Alabama,298,17109,US,2022-01-04,Alabama-Elmore
151,Alabama,298,17258,US,2022-01-05,Alabama-Elmore
152,Alabama,299,17451,US,2022-01-06,Alabama-Elmore
153,Alabama,299,17669,US,2022-01-07,Alabama-Elmore
154,Alabama,301,17796,US,2022-01-08,Alabama-Elmore
155,Alabama,301,17952,US,2022-01-09,Alabama-Elmore
156,Alabama,148,7507,US,2022-01-04,Alabama-Escambia
157,Alabama,148,7600,US,2022-01-05,Alabama-Escambia
158,Alabama,149,7708,US,2022-01-06,Alabama-Escambia
159,Alabama,150,7800,US,2022-01-07,Alabama-Escambia
160,Alabama,150,7861,US,2022-01-08,Alabama-Escambia
161,Alabama,150,7945,US,2022-01-09,Alabama-Escambia
162,Alabama,527,21002,US,2022-01-04,Alabama-Etowah
163,Alabama,527,21142,US,2022-01-05,Alabama-Etowah
164,Alabama,528,21360,US,2022-01-06,Alabama-Etowah
165,Alabama,529,21610,US,2022-01-07,Alabama-Etowah
166,Alabama,530,21752,US,2022-01-08,Alabama-Etowah
167,Alabama,530,21938,US,2022-01-09,Alabama-Etowah
168,Alabama,86,3458,US,2022-01-04,Alabama-Fayette
169,Alabama,86,3478,US,2022-01-05,Alabama-Fayette
170,Alabama,86,3497,US,2022-01-06,Alabama-Fayette
171,Alabama,86,3522,US,2022-01-07,Alabama-Fayette
172,Alabama,86,3539,US,2022-01-08,Alabama-Fayette
173,Alabama,86,3555,US,2022-01-09,Alabama-Fayette
174,Alabama,111,6631,US,2022-01-04,Alabama-Franklin
175,Alabama,111,6694,US,2022-01-05,Alabama-Franklin
176,Alabama,111,6741,US,2022-01-06,Alabama-Franklin
177,Alabama,112,6798,US,2022-01-07,Alabama-Franklin
178,Alabama,113,6828,US,2022-01-08,Alabama-Franklin
179,Alabama,113,6879,US,2022-01-09,Alabama-Franklin
180,Alabama,137,4787,US,2022-01-04,Alabama-Geneva
181,Alabama,137,4814,US,2022-01-05,Alabama-Geneva
182,Alabama,138,4851,US,2022-01-06,Alabama-Geneva
183,Alabama,138,4877,US,2022-01-07,Alabama-Geneva
184,Alabama,138,4904,US,2022-01-08,Alabama-Geneva
185,Alabama,138,4924,US,2022-01-09,Alabama-Geneva
186,Alabama,45,1388,US,2022-01-04,Alabama-Greene
187,Alabama,45,1393,US,2022-01-05,Alabama-Greene
188,Alabama,46,1409,US,2022-01-06,Alabama-Greene
189,Alabama,46,1429,US,2022-01-07,Alabama-Greene
190,Alabama,47,1446,US,2022-01-08,Alabama-Greene
191,Alabama,47,1456,US,2022-01-09,Alabama-Greene
192,Alabama,91,3408,US,2022-01-04,Alabama-Hale
193,Alabama,91,3440,US,2022-01-05,Alabama-Hale
194,Alabama,91,3467,US,2022-01-06,Alabama-Hale
195,Alabama,91,3514,US,2022-01-07,Alabama-Hale
196,Alabama,91,3539,US,2022-01-08,Alabama-Hale
197,Alabama,91,3583,US,2022-01-09,Alabama-Hale
198,Alabama,67,3371,US,2022-01-04,Alabama-Henry
199,Alabama,67,3398,US,2022-01-05,Alabama-Henry
200,Alabama,67,3423,US,2022-01-06,Alabama-Henry
201,Alabama,67,3446,US,2022-01-07,Alabama-Henry
202,Alabama,67,3462,US,2022-01-08,Alabama-Henry
203,Alabama,67,3485,US,2022-01-09,Alabama-Henry
204,Alabama,433,18824,US,2022-01-04,Alabama-Houston
205,Alabama,433,19000,US,2022-01-05,Alabama-Houston
206,Alabama,434,19116,US,2022-01-06,Alabama-Houston
207,Alabama,436,19290,US,2022-01-07,Alabama-Houston
208,Alabama,437,19435,US,2022-01-08,Alabama-Houston
209,Alabama,437,19640,US,2022-01-09,Alabama-Houston
210,Alabama,201,10763,US,2022-01-04,Alabama-Jackson
211,Alabama,201,10840,US,2022-01-05,Alabama-Jackson
212,Alabama,202,10916,US,2022-01-06,Alabama-Jackson
213,Alabama,202,11010,US,2022-01-07,Alabama-Jackson
214,Alabama,203,11060,US,2022-01-08,Alabama-Jackson
215,Alabama,203,11121,US,2022-01-09,Alabama-Jackson
216,Alabama,2029,131549,US,2022-01-04,Alabama-Jefferson
217,Alabama,2029,133216,US,2022-01-05,Alabama-Jefferson
218,Alabama,2029,135392,US,2022-01-06,Alabama-Jefferson
219,Alabama,2030,137434,US,2022-01-07,Alabama-Jefferson
220,Alabama,2033,138918,US,2022-01-08,Alabama-Jefferson
221,Alabama,2033,141189,US,2022-01-09,Alabama-Jefferson
222,Alabama,60,2625,US,2022-01-04,Alabama-Lamar
223,Alabama,60,2634,US,2022-01-05,Alabama-Lamar
224,Alabama,60,2650,US,2022-01-06,Alabama-Lamar
225,Alabama,60,2661,US,2022-01-07,Alabama-Lamar
226,Alabama,60,2674,US,2022-01-08,Alabama-Lamar
227,Alabama,60,2690,US,2022-01-09,Alabama-Lamar
228,Alabama,319,16154,US,2022-01-04,Alabama-Lauderdale
229,Alabama,319,16396,US,2022-01-05,Alabama-Lauderdale
230,Alabama,320,16613,US,2022-01-06,Alabama-Lauderdale
231,Alabama,320,16849,US,2022-01-07,Alabama-Lauderdale
232,Alabama,320,17002,US,2022-01-08,Alabama-Lauderdale
233,Alabama,320,17206,US,2022-01-09,Alabama-Lauderdale
234,Alabama,136,5174,US,2022-01-04,Alabama-Lawrence
235,Alabama,136,5231,US,2022-01-05,Alabama-Lawrence
236,Alabama,136,5295,US,2022-01-06,Alabama-Lawrence
237,Alabama,138,5354,US,2022-01-07,Alabama-Lawrence
238,Alabama,138,5385,US,2022-01-08,Alabama-Lawrence
239,Alabama,138,5432,US,2022-01-09,Alabama-Lawrence
240,Alabama,269,27892,US,2022-01-04,Alabama-Lee
241,Alabama,269,28208,US,2022-01-05,Alabama-Lee
242,Alabama,271,28620,US,2022-01-06,Alabama-Lee
243,Alabama,271,28971,US,2022-01-07,Alabama-Lee
244,Alabama,271,29355,US,2022-01-08,Alabama-Lee
245,Alabama,271,29749,US,2022-01-09,Alabama-Lee
246,Alabama,231,17480,US,2022-01-04,Alabama-Limestone
247,Alabama,231,17676,US,2022-01-05,Alabama-Limestone
248,Alabama,231,17910,US,2022-01-06,Alabama-Limestone
249,Alabama,231,18147,US,2022-01-07,Alabama-Limestone
250,Alabama,231,18240,US,2022-01-08,Alabama-Limestone
251,Alabama,231,18494,US,2022-01-09,Alabama-Limestone
252,Alabama,68,1941,US,2022-01-04,Alabama-Lowndes
253,Alabama,68,1975,US,2022-01-05,Alabama-Lowndes
254,Alabama,68,2005,US,2022-01-06,Alabama-Lowndes
255,Alabama,68,2058,US,2022-01-07,Alabama-Lowndes
256,Alabama,68,2079,US,2022-01-08,Alabama-Lowndes
257,Alabama,68,2096,US,2022-01-09,Alabama-Lowndes
258,Alabama,69,2710,US,2022-01-04,Alabama-Macon
259,Alabama,69,2765,US,2022-01-05,Alabama-Macon
260,Alabama,69,2819,US,2022-01-06,Alabama-Macon
261,Alabama,69,2882,US,2022-01-07,Alabama-Macon
262,Alabama,69,2923,US,2022-01-08,Alabama-Macon
263,Alabama,69,2972,US,2022-01-09,Alabama-Macon
264,Alabama,772,59773,US,2022-01-04,Alabama-Madison
265,Alabama,772,60408,US,2022-01-05,Alabama-Madison
266,Alabama,773,61432,US,2022-01-06,Alabama-Madison
267,Alabama,776,62590,US,2022-01-07,Alabama-Madison
268,Alabama,776,63239,US,2022-01-08,Alabama-Madison
269,Alabama,776,64094,US,2022-01-09,Alabama-Madison
270,Alabama,93,3548,US,2022-01-04,Alabama-Marengo
271,Alabama,93,3608,US,2022-01-05,Alabama-Marengo
272,Alabama,93,3632,US,2022-01-06,Alabama-Marengo
273,Alabama,93,3669,US,2022-01-07,Alabama-Marengo
274,Alabama,93,3696,US,2022-01-08,Alabama-Marengo
275,Alabama,93,3730,US,2022-01-09,Alabama-Marengo
276,Alabama,132,5613,US,2022-01-04,Alabama-Marion
277,Alabama,132,5642,US,2022-01-05,Alabama-Marion
278,Alabama,132,5693,US,2022-01-06,Alabama-Marion
279,Alabama,132,5764,US,2022-01-07,Alabama-Marion
280,Alabama,132,5811,US,2022-01-08,Alabama-Marion
281,Alabama,132,5840,US,2022-01-09,Alabama-Marion
282,Alabama,321,19742,US,2022-01-04,Alabama-Marshall
283,Alabama,322,19928,US,2022-01-05,Alabama-Marshall
284,Alabama,324,20135,US,2022-01-06,Alabama-Marshall
285,Alabama,326,20347,US,2022-01-07,Alabama-Marshall
286,Alabama,329,20486,US,2022-01-08,Alabama-Marshall
287,Alabama,329,20625,US,2022-01-09,Alabama-Marshall
288,Alabama,1394,81451,US,2022-01-04,Alabama-Mobile
289,Alabama,1397,82969,US,2022-01-05,Alabama-Mobile
290,Alabama,1397,84261,US,2022-01-06,Alabama-Mobile
291,Alabama,1397,85564,US,2022-01-07,Alabama-Mobile
292,Alabama,1401,86415,US,2022-01-08,Alabama-Mobile
293,Alabama,1401,87983,US,2022-01-09,Alabama-Mobile
294,Alabama,66,3664,US,2022-01-04,Alabama-Monroe
295,Alabama,66,3733,US,2022-01-05,Alabama-Monroe
296,Alabama,66,3790,US,2022-01-06,Alabama-Monroe
297,Alabama,66,3859,US,2022-01-07,Alabama-Monroe
298,Alabama,66,3895,US,2022-01-08,Alabama-Monroe
299,Alabama,66,3944,US,2022-01-09,Alabama-Monroe
300,Alabama,798,39694,US,2022-01-04,Alabama-Montgomery
301,Alabama,799,40450,US,2022-01-05,Alabama-Montgomery
302,Alabama,800,41275,US,2022-01-06,Alabama-Montgomery
303,Alabama,802,42212,US,2022-01-07,Alabama-Montgomery
304,Alabama,802,42763,US,2022-01-08,Alabama-Montgomery
305,Alabama,802,43360,US,2022-01-09,Alabama-Montgomery
306,Alabama,426,24407,US,2022-01-04,Alabama-Morgan
307,Alabama,426,24623,US,2022-01-05,Alabama-Morgan
308,Alabama,428,24921,US,2022-01-06,Alabama-Morgan
309,Alabama,431,25222,US,2022-01-07,Alabama-Morgan
310,Alabama,431,25437,US,2022-01-08,Alabama-Morgan
311,Alabama,431,25719,US,2022-01-09,Alabama-Morgan
312,Alabama,41,1495,US,2022-01-04,Alabama-Perry
313,Alabama,41,1520,US,2022-01-05,Alabama-Perry
314,Alabama,41,1550,US,2022-01-06,Alabama-Perry
315,Alabama,41,1564,US,2022-01-07,Alabama-Perry
316,Alabama,41,1582,US,2022-01-08,Alabama-Perry
317,Alabama,41,1627,US,2022-01-09,Alabama-Perry
318,Alabama,91,3518,US,2022-01-04,Alabama-Pickens
319,Alabama,91,3566,US,2022-01-05,Alabama-Pickens
320,Alabama,91,3609,US,2022-01-06,Alabama-Pickens
321,Alabama,92,3664,US,2022-01-07,Alabama-Pickens
322,Alabama,92,3709,US,2022-01-08,Alabama-Pickens
323,Alabama,92,3792,US,2022-01-09,Alabama-Pickens
324,Alabama,112,5603,US,2022-01-04,Alabama-Pike
325,Alabama,112,5656,US,2022-01-05,Alabama-Pike
326,Alabama,112,5729,US,2022-01-06,Alabama-Pike
327,Alabama,112,5767,US,2022-01-07,Alabama-Pike
328,Alabama,112,5825,US,2022-01-08,Alabama-Pike
329,Alabama,112,5863,US,2022-01-09,Alabama-Pike
330,Alabama,67,3769,US,2022-01-04,Alabama-Randolph
331,Alabama,67,3822,US,2022-01-05,Alabama-Randolph
332,Alabama,67,3873,US,2022-01-06,Alabama-Randolph
333,Alabama,67,3921,US,2022-01-07,Alabama-Randolph
334,Alabama,68,3939,US,2022-01-08,Alabama-Randolph
335,Alabama,68,3990,US,2022-01-09,Alabama-Randolph
336,Alabama,67,7706,US,2022-01-04,Alabama-Russell
337,Alabama,67,7767,US,2022-01-05,Alabama-Russell
338,Alabama,67,7850,US,2022-01-06,Alabama-Russell
339,Alabama,67,7924,US,2022-01-07,Alabama-Russell
340,Alabama,68,8001,US,2022-01-08,Alabama-Russell
341,Alabama,68,8101,US,2022-01-09,Alabama-Russell
342,Alabama,366,18327,US,2022-01-04,Alabama-St. Clair
343,Alabama,367,18540,US,2022-01-05,Alabama-St. Clair
344,Alabama,367,18805,US,2022-01-06,Alabama-St. Clair
345,Alabama,367,19012,US,2022-01-07,Alabama-St. Clair
346,Alabama,367,19184,US,2022-01-08,Alabama-St. Clair
347,Alabama,367,19419,US,2022-01-09,Alabama-St. Clair
348,Alabama,381,42492,US,2022-01-04,Alabama-Shelby
349,Alabama,381,43006,US,2022-01-05,Alabama-Shelby
350,Alabama,381,43602,US,2022-01-06,Alabama-Shelby
351,Alabama,383,44077,US,2022-01-07,Alabama-Shelby
352,Alabama,383,44475,US,2022-01-08,Alabama-Shelby
353,Alabama,383,45064,US,2022-01-09,Alabama-Shelby
354,Alabama,42,1498,US,2022-01-04,Alabama-Sumter
355,Alabama,42,1523,US,2022-01-05,Alabama-Sumter
356,Alabama,42,1561,US,2022-01-06,Alabama-Sumter
357,Alabama,42,1628,US,2022-01-07,Alabama-Sumter
358,Alabama,42,1664,US,2022-01-08,Alabama-Sumter
359,Alabama,42,1683,US,2022-01-09,Alabama-Sumter
360,Alabama,311,15407,US,2022-01-04,Alabama-Talladega
361,Alabama,311,15610,US,2022-01-05,Alabama-Talladega
362,Alabama,311,15846,US,2022-01-06,Alabama-Talladega
363,Alabama,311,16064,US,2022-01-07,Alabama-Talladega
364,Alabama,313,16175,US,2022-01-08,Alabama-Talladega
365,Alabama,313,16448,US,2022-01-09,Alabama-Talladega
366,Alabama,205,7997,US,2022-01-04,Alabama-Tallapoosa
367,Alabama,205,8158,US,2022-01-05,Alabama-Tallapoosa
368,Alabama,206,8329,US,2022-01-06,Alabama-Tallapoosa
369,Alabama,206,8435,US,2022-01-07,Alabama-Tallapoosa
370,Alabama,207,8530,US,2022-01-08,Alabama-Tallapoosa
371,Alabama,207,8626,US,2022-01-09,Alabama-Tallapoosa
372,Alabama,656,38532,US,2022-01-04,Alabama-Tuscaloosa
373,Alabama,656,38986,US,2022-01-05,Alabama-Tuscaloosa
374,Alabama,664,39371,US,2022-01-06,Alabama-Tuscaloosa
375,Alabama,665,40060,US,2022-01-07,Alabama-Tuscaloosa
376,Alabama,666,40326,US,2022-01-08,Alabama-Tuscaloosa
377,Alabama,666,40948,US,2022-01-09,Alabama-Tuscaloosa
378,Alabama,390,12861,US,2022-01-04,Alabama-Walker
379,Alabama,390,12930,US,2022-01-05,Alabama-Walker
380,Alabama,391,13075,US,2022-01-06,Alabama-Walker
381,Alabama,391,13196,US,2022-01-07,Alabama-Walker
382,Alabama,392,13256,US,2022-01-08,Alabama-Walker
383,Alabama,392,13365,US,2022-01-09,Alabama-Walker
384,Alabama,51,2652,US,2022-01-04,Alabama-Washington
385,Alabama,51,2683,US,2022-01-05,Alabama-Washington
386,Alabama,51,2707,US,2022-01-06,Alabama-Washington
387,Alabama,52,2741,US,2022-01-07,Alabama-Washington
388,Alabama,52,2746,US,2022-01-08,Alabama-Washington
389,Alabama,52,2761,US,2022-01-09,Alabama-Washington
390,Alabama,38,1905,US,2022-01-04,Alabama-Wilcox
391,Alabama,38,1930,US,2022-01-05,Alabama-Wilcox
392,Alabama,38,1952,US,2022-01-06,Alabama-Wilcox
393,Alabama,38,1969,US,2022-01-07,Alabama-Wilcox
394,Alabama,38,1990,US,2022-01-08,Alabama-Wilcox
395,Alabama,38,2009,US,2022-01-09,Alabama-Wilcox
396,Alabama,111,5026,US,2022-01-04,Alabama-Winston
397,Alabama,111,5046,US,2022-01-05,Alabama-Winston
398,Alabama,112,5089,US,2022-01-06,Alabama-Winston
399,Alabama,114,5145,US,2022-01-07,Alabama-Winston
400,Alabama,114,5158,US,2022-01-08,Alabama-Winston
401,Alabama,114,5199,US,2022-01-09,Alabama-Winston
402,Alaska,3,455,US,2022-01-04,Alaska-Aleutians East
403,Alaska,3,460,US,2022-01-05,Alaska-Aleutians East
404,Alaska,3,460,US,2022-01-06,Alaska-Aleutians East
405,Alaska,3,463,US,2022-01-07,Alaska-Aleutians East
406,Alaska,3,463,US,2022-01-08,Alaska-Aleutians East
407,Alaska,3,463,US,2022-01-09,Alaska-Aleutians East
408,Alaska,2,966,US,2022-01-04,Alaska-Aleutians West
409,Alaska,2,987,US,2022-01-05,Alaska-Aleutians West
410,Alaska,2,987,US,2022-01-06,Alaska-Aleutians West
411,Alaska,2,1028,US,2022-01-07,Alaska-Aleutians West
412,Alaska,2,1028,US,2022-01-08,Alaska-Aleutians West
413,Alaska,2,1028,US,2022-01-09,Alaska-Aleutians West
414,Alaska,427,65528,US,2022-01-04,Alaska-Anchorage
415,Alaska,427,66265,US,2022-01-05,Alaska-Anchorage
416,Alaska,427,66265,US,2022-01-06,Alaska-Anchorage
417,Alaska,427,68549,US,2022-01-07,Alaska-Anchorage
418,Alaska,427,68549,US,2022-01-08,Alaska-Anchorage
419,Alaska,427,68549,US,2022-01-09,Alaska-Anchorage
420,Alaska,32,6970,US,2022-01-04,Alaska-Bethel
421,Alaska,32,6993,US,2022-01-05,Alaska-Bethel
422,Alaska,32,6993,US,2022-01-06,Alaska-Bethel
423,Alaska,32,7051,US,2022-01-07,Alaska-Bethel
424,Alaska,32,7051,US,2022-01-08,Alaska-Bethel
425,Alaska,32,7051,US,2022-01-09,Alaska-Bethel
426,Alaska,0,0,US,2022-01-04,Alaska-Bristol Bay
427,Alaska,0,0,US,2022-01-05,Alaska-Bristol Bay
428,Alaska,0,0,US,2022-01-06,Alaska-Bristol Bay
429,Alaska,0,0,US,2022-01-07,Alaska-Bristol Bay
430,Alaska,0,0,US,2022-01-08,Alaska-Bristol Bay
431,Alaska,0,0,US,2022-01-09,Alaska-Bristol Bay
432,Alaska,4,721,US,2022-01-04,Alaska-Copper River
433,Alaska,4,724,US,2022-01-05,Alaska-Copper River
434,Alaska,4,724,US,2022-01-06,Alaska-Copper River
435,Alaska,4,730,US,2022-01-07,Alaska-Copper River
436,Alaska,4,730,US,2022-01-08,Alaska-Copper River
437,Alaska,4,730,US,2022-01-09,Alaska-Copper River
438,Alaska,9,1253,US,2022-01-04,Alaska-Chugach
439,Alaska,9,1258,US,2022-01-05,Alaska-Chugach
440,Alaska,9,1258,US,2022-01-06,Alaska-Chugach
441,Alaska,9,1310,US,2022-01-07,Alaska-Chugach
442,Alaska,9,1310,US,2022-01-08,Alaska-Chugach
443,Alaska,9,1310,US,2022-01-09,Alaska-Chugach
444,Alaska,1,302,US,2022-01-04,Alaska-Denali
445,Alaska,1,302,US,2022-01-05,Alaska-Denali
446,Alaska,1,302,US,2022-01-06,Alaska-Denali
